strategy_id,symbol,result,event_date,event_return,event_volume,event_rvol,setup_date,entry_date,entry,stop,exit_date,exit_reason,net_R,net_return,stopped,hit_10R
EP-003,AXTA,Loser,2024-05-01,0.088104,9332872,3.798467,2024-05-13,2024-05-14,36.31,35.6352,2024-05-15,Stop,-1.107612,-0.020585,1,0
EP-003,ZIM,Loser,2026-02-17,0.254505,39624530,8.735811,2026-02-20,2026-02-23,28.88,27.4595,2026-03-09,Stop,-1.11068,-0.054632,1,0
EP-003,OWL,Loser,2024-02-09,0.065894,17096650,3.410937,2024-02-22,2024-02-23,18.0,17.5664,2024-03-11,Stop,-1.120952,-0.027,1,0
EP-003,WMT,Loser,2024-05-16,0.069865,60545610,3.444823,2024-05-24,2024-05-28,65.22,64.1823,2024-05-31,Stop,-1.125705,-0.01791,1,0
EP-003,NET,Loser,2025-02-07,0.177643,15077970,3.816604,2025-02-12,2025-02-13,173.92,166.9718,2025-02-18,Stop,-1.125874,-0.04498,1,0
EP-003,EBAY,Loser,2024-02-28,0.078847,23207930,3.275375,2024-03-20,2024-03-21,51.84,50.6951,2024-04-16,Stop,-1.147422,-0.025341,1,0
EP-003,PEN,Loser,2026-01-15,0.11824,9675405,9.785075,2026-01-23,2026-01-26,360.0,349.6714,2026-02-04,Stop,-1.155044,-0.033139,1,0
EP-003,RUN,Loser,2025-08-07,0.323043,48256340,3.306125,2025-08-26,2025-08-27,16.485,15.2385,2025-09-02,Stop,-1.169634,-0.088442,1,0
EP-003,VZ,Loser,2026-01-30,0.118312,123584700,3.605573,2026-02-20,2026-02-23,49.35,48.0287,2026-04-08,Stop,-1.187226,-0.031787,1,0
EP-003,CALY,Loser,2024-03-20,0.088256,13813840,4.849522,2024-03-28,2024-04-01,16.21,15.6295,2024-04-16,Stop,-1.192879,-0.042716,1,0
EP-003,APLD,Loser,2025-01-14,0.099807,69563280,3.744131,2025-01-23,2025-01-24,9.36,8.4146,2025-01-27,Stop,-1.225699,-0.123795,1,0
EP-003,ERIC,Loser,2025-10-14,0.20563,62693440,3.889209,2025-10-31,2025-11-03,10.272,10.0056,2025-11-04,Stop,-1.248087,-0.032374,1,0
EP-003,TMQ,Loser,2025-11-21,0.072864,21570730,3.066332,2025-12-03,2025-12-04,4.49,4.0271,2026-02-17,Stop,-1.293837,-0.133403,1,0
EP-003,MPT,Loser,2025-02-28,0.057348,37748920,3.326056,2025-03-14,2025-03-17,5.88,5.6203,2025-04-04,Stop,-1.316173,-0.058122,1,0
EP-003,ONON,Loser,2025-05-13,0.118301,14646360,3.28189,2025-05-20,2025-05-21,59.1,56.7715,2025-05-23,Stop,-1.339154,-0.052761,1,0
EP-003,AES,Loser,2025-02-28,0.11657,71508420,3.997531,2025-03-18,2025-03-19,12.88,12.3516,2025-03-31,Stop,-1.354548,-0.055571,1,0
EP-003,RCL,Loser,2025-06-27,0.046031,12060560,4.314427,2025-07-09,2025-07-10,336.51,327.7924,2025-07-29,Stop,-1.357365,-0.035164,1,0
EP-003,ALGM,Loser,2026-01-29,0.099276,10056900,3.650403,2026-02-10,2026-02-11,42.31,40.3657,2026-02-18,Stop,-1.36018,-0.062506,1,0
EP-003,JD,Loser,2024-03-06,0.161847,54459260,3.74511,2024-03-19,2024-03-20,27.84,26.691,2024-03-22,Stop,-1.380004,-0.056957,1,0
EP-003,NEOG,Loser,2026-01-08,0.315718,22996920,5.126409,2026-01-30,2026-02-02,10.09,9.6229,2026-03-09,Stop,-1.392043,-0.064438,1,0
EP-003,RILY,Loser,2024-10-14,0.234624,16890890,6.214538,2024-10-22,2024-10-23,6.06,5.411,2024-11-04,Stop,-1.420829,-0.152165,1,0
EP-003,ST,Loser,2024-04-30,0.071309,14624340,7.600249,2024-05-09,2024-05-10,42.85,41.6086,2024-05-29,Stop,-1.422401,-0.041207,1,0
EP-003,M,Loser,2024-05-21,0.051309,17148900,3.898399,2024-05-24,2024-05-28,20.24,19.6365,2024-05-30,Stop,-1.425777,-0.042514,1,0
EP-003,GH,Loser,2025-10-30,0.278677,11095410,4.332302,2025-11-11,2025-11-12,98.36,93.2326,2025-11-14,Stop,-1.432825,-0.074692,1,0
EP-003,SE,Loser,2024-11-12,0.104556,14162100,4.01227,2024-11-26,2024-11-27,114.44,110.1828,2024-12-20,Stop,-1.479574,-0.055041,1,0
EP-003,DECK,Loser,2026-01-30,0.194595,9768810,3.028164,2026-02-10,2026-02-11,115.95,111.6298,2026-03-03,Stop,-1.484151,-0.055299,1,0
EP-003,DAL,Loser,2025-01-10,0.090036,27227200,3.228746,2025-01-29,2025-01-30,68.0,65.9935,2025-02-03,Stop,-1.493183,-0.044059,1,0
EP-003,NXT,Loser,2024-02-01,0.248067,20650020,3.253828,2024-02-09,2024-02-12,58.25,55.2833,2024-04-02,Stop,-1.572953,-0.080112,1,0
EP-003,BHC,Loser,2025-06-13,0.085299,11500120,5.678991,2025-06-24,2025-06-25,6.21,5.9398,2025-07-31,Stop,-1.674596,-0.072853,1,0
EP-003,ADBE,Loser,2024-06-14,0.145115,14846610,3.689639,2024-06-25,2024-06-26,528.58,513.6462,2024-08-05,Stop,-1.701317,-0.048067,1,0
EP-003,HIMS,Loser,2025-04-29,0.230337,152176200,5.263748,2025-05-19,2025-05-20,62.54,57.3851,2025-05-22,Stop,-1.804126,-0.148706,1,0
EP-003,FLS,Loser,2025-10-29,0.309343,10871690,4.749214,2025-11-12,2025-11-13,69.68,67.4393,2025-11-14,Stop,-2.043745,-0.06572,1,0
EP-003,BCRX,Loser,2024-06-21,0.043902,15477240,4.159344,2024-07-12,2024-07-15,7.21,6.8941,2024-08-02,Stop,-2.134595,-0.09354,1,0
EP-003,CEG,Loser,2025-01-10,0.251599,14707180,4.100379,2025-01-17,2025-01-21,326.0,310.1159,2025-01-27,Stop,-2.152593,-0.104883,1,0
EP-003,VIPS,Loser,2024-09-26,0.104046,14553420,3.540382,2024-10-04,2024-10-07,17.57,16.8931,2024-10-08,Stop,-2.371247,-0.091357,1,0
EP-003,META,Loser,2024-02-02,0.203176,84707650,4.084182,2024-02-26,2024-02-27,479.975,466.474,2024-04-25,Stop,-4.409659,-0.124038,1,0
